Title,Company,Location,Date,Salary,Descriptions,Python,C++,Scala,Pandas,NumPy,Scikit-Learn,NLTK,TensorFlow,PyTorch,Keras,Machine Learning,Deep Learning,NLP,Computer Vision,Hadoop,Spark,SAS,SPSS,Docker,Kubernetes,K8S,Cloud Computing,Model Deployment,SQL,Data Warehousing,ETL Processes,Git,Linux,API Development,Tableau,Statistical Analysis,Data Mining,Data Visualization,Time Series Analysis,Business Analytics,Project Management,Agile Methodologies,A/B Testing,Data Driven,Consulting,Customer Relationship Management,Leadership,Collaboration,Teamwork,Communication,Presentation,Problem Solving,Critical Thinking,Adaptability
"Associate Director, Data Scientist",Incyte Corporation,"Wilmington, DE 19803",PostedPosted 30+ days ago,NaN,overview incyte biopharmaceutical company focused discovery development commercialization novel medicine meet serious unmet medical need oncology inflammation autoimmunity incyte committed rigorous pursuit research development excellence improve life patient make difference health care build sustainable value company strives discover develop first class best class medicine advancing diverse portfolio large small molecule job description incyte biopharmaceutical company focused discovery development commercialization novel medicine meet serious unmet medical need oncology inflammation autoimmunity incyte committed rigorous pursuit research development excellence improve life patient make difference health care build sustainable value company strives discover develop first class best class medicine advancing diverse portfolio large small molecule incyte looking talented data scientist join team data scientist exciting opportunity work cutting edge data technology pharmaceutical industry responsible analyzing complex data set generate insight drive business decision help bring new medicine market key responsibility develop implement statistical model algorithm analyze complex data set work cross functional team identify define business problem develop analytical solution conduct data exploration visualization feature engineering support machine learning model collaborate research scientist design experiment analyze data generated pre clinical clinical study develop implement data driven approach optimize drug development clinical trial design stay current latest advance data science machine learning apply drug discovery development qualification bachelor master degree data science computer science statistic related field year experience data science related field experience working pharmaceutical industry preferred strong programming skill python experience machine learning algorithm statistical analysis technique strong problem solving skill ability work fast paced dynamic environment excellent communication skill ability work effectively team preferred qualification phd data science computer science statistic related field experience working large complex data set including genomic clinical data experience deep learning algorithm natural language processing knowledge drug development clinical trial design experience cloud computing platform aws azure publication presentation machine learning deep learning data mining journal conference disclaimer statement intended describe general nature level work performed employee assigned job intended exhaustive list duty responsibility qualification management reserve right change modify duty required incyte corporation committed creating diverse environment proud equal opportunity employer respect privacy learn http www incyte com privacy policy incyte hiring organization process personal data manage job application order enter employment relationship successful candidate process may asked respond question screen application meet certain objective criterion required job learn process may right access delete restrict edit move object use personal data may also right report concern authority responsible data privacy country position based live work learn incyte data protection practice accessing link learn type personal data collect use whether collection processing optional source personal data process shared stored transferred long keep contact information incyte incyte data protection officer supervisory authority applicable please contact privacy incyte com question concern would like exercise right,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
Data Scientist II - AI/ML,Cotiviti,Remote,PostedPosted 1 day ago,"$108,000 - $135,000 a year",overview data scientist ii apply knowledge experience real world problem seek utilize skill reduce cost healthcare improve health quality outcome access dedicated premise cloud based big data solution team work vast amount structured unstructured data including claim membership physician demographic medical record others begin solve pressing healthcare issue time data scientist cotiviti given opportunity work directly team healthcare professional including analyst clinician coding specialist auditor innovator set aggressive goal execute team ambitious technologist flexibility personal drive succeed dynamicenvironment judged based direct impact b usiness outcome responsibility data scientist ii within cotiviti responsible delivering solution help client identify payment integrity issue reduce cost healthcare process improve quality healthcare outcome work part team individually responsible delivery value associated project expected follow process practice allow model incorporated machine learning platform production execution monitoring however initial exploratory data analysis allows flexible experimentation discover solution business problem presented work key stakeholder within research development well operation along product management ass potential value risk associated business problem potential solved using machine learning artificial intelligence technique develop exploratory data analysis approach verify initial hypothesis associated potential artificial intelligence machine learning use case document approach thinking result standard approach allow data scientist collaborate work prepare final trained model develop validation test set qa work production operation deploy model production support monitoring model performance participate data science team collaborating peer support project participate knowledge sharing session bring new insight technology team participate design session continuously develop improve cotiviti machine learning platform provide end end value based solution including data pipeline model creation application end user consumption qualification applied machine learning application variety machine learning technique increase identification payment integrity issue client reduce cost auditing process increase quality care outcome must implemented machine learning solution within production environment scale big data analysis strong ability manage analyze data big data environment using variety script potentially including limited scala spark python well cloud based artificial intelligence machine learning capability reasoning problem solving ability actively skillfully conceptualize apply analyze synthesize evaluate information gathered generated observation experience reflection reasoning communication guide belief action consulting demonstrated ability make gain acceptance data driven recommendation made business owner strong ability appropriately summarize effectively communicate complex concept varied data set inform stakeholder gain approval prompt action applies multiple audience ranging analyst executive level includes oral written communication multimedia presentation statistical analysis apply statistical methodology solve business problem appropriately interprets meaning result business knowledge good understanding tenet health insurance managed care model industry coding policy standard claim adjudication process issue related fraud waste abuse ability apply knowledge development evaluation new initiative support leading team strategy toward best practice financial analysis ability understand generate evaluate healthcare utilization unit cost medical cost trend includes understanding lever effect healthcare cost contracting network policy benefit structure product design ability draw conclusion make recommendation based financial data functional programming ability work understand create object oriented functional programming solution using modern application framework degree relevant discipline math statistic computer science engineering health science commensurate professional work experience m phd preferred year experience advanced analytics year experience working big data environment experience developing machine learning model exploratory data analytics environment working others develop production ready version model deployed within operational environment experience using machine learning tool develop production strength model including limited python tensorflow keraes panda numpy scikit learn spark scala hive impala significant experience working data tool like sql sa r python etc ability efficiently extract data relational database ability work independently well collaborate team flexibility work global team well geographically dispersed u based team professional ability properly handle confidential information value driven understand success based impact work rather complexity level effort ability handle multiple task prioritize meet deadline ability work within matrixed organization proficiency required skill competency additional beneficial requirement knowledge experience devops lifecycle tool like github gitlab bitbucket jenkins jira experience natural language processing nlp technique experience deep learning technique proficiency applying various mathematical statistical model include limited random forest gradient boosting time series support vector machine collaborative filtering unsupervised clustering experience knowledge health insurance industry u application variety machine learning technique increase identification payment integrity issue client reduce cost auditing process increase quality care outcome experience developing machine learning model exploratory data analytics environment working others develop production ready version model deployed within operational environment experience using machine learning tool develop production strength model including limited python tensorflow keraes panda numpy scikit learn spark scala hive impala base compensation range specific offer determined various factor experience education skill certification business need cotiviti offer team member competitive benefit package address wide range personal family need including medical dental vision disability life insurance coverage k saving plan paid family leave paid holiday per year day paid time pto per year depending specific level length service cotiviti information benefit package please refer career page since job based remotely interview conducted virtually li remote li lc senior,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
Data Scientist,R&K Cyber Solutions,"Hybrid remote in Knoxville, TN",PostedPosted 30+ days ago,NaN,department soar research development r report chief scientist location knoxville tennessee hybrid remote position summary data scientist rkcs play crucial role interpreting analyzing data actionable insight position responsible developing advanced data model implementing machine learning algorithm generating data driven solution align company strategic objective key responsibility data analysis perform exploratory data analysis identify trend correlation pattern large datasets modeling develop implement machine learning model statistical model data driven strategy solve complex business problem data preprocessing clean preprocess organize raw data various source prepare analysis data visualization create interactive dashboard report present complex data comprehensible manner stakeholder algorithm development build fine tune algorithm integrated business process enhanced decision making collaboration work closely department business intelligence marketing product development implement data driven strategy validation testing validate effectiveness model designing implementing b test evaluation metric research stay abreast latest trend technology data science machine learning willing incorporate new technique existing process documentation document code model datasets clear manner ensure reproducibility understanding among team member communication effectively communicate complex data finding clear concise manner non technical stakeholder qualification bachelor master degree data science computer science statistic related quantitative field phd plus least year experience data science role proficiency python r programming language commonly used data science experience data visualization tool like tableau power bi similar strong understanding machine learning algorithm statistical modeling technique key competency strong analytical problem solving skill ability work collaboratively cross functional team excellent oral written communication skill high attention detail eagerness learn adapt new challenge interested candidate submit application including cover letter resume career rkcybersolutions com benefit health insurance option gap insurance option dental plan life insurance option long term disability short term disability legal option hsa option pto k plan pension plan,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
Principal Data Scientist,Double M Resources,"Albuquerque, NM",PostedPosted 30+ days ago,NaN,please send resume job name mindymarty doublemresources com albuquerque nm permanent position summary operate frontier innovative analytics introduce implement newest market development trend analytics business leader fellow scientist initiate execute new project incorporate new concept existing product work analytics organization ao develop transition new analytics hub team meet business leader need generate market business insight research advanced predictive optimization analytics organizational competency educating customer transferring knowledge diagnosing resolving problem anticipating addressing customer need acquiring applying superior skill achieve quality outcome responding changing circumstance customer specific competency coordinating activity managing others expectation communicating individual group leadership competency mentoring developing scientist assure quality work scientist developing plan managing expectation coordinating activity individual skill based competency bachelor master phd degree quantitative related subject five year related business intelligence analytics reporting work experience demonstrate extensive knowledge sophisticated varied statistical modeling concept model ability create develop customize innovative analysis descriptive prescriptive predictive model ability design model support business decision making generate actionable insight preferred candidate knowledge healthcare business operation medical healthcare system administration informatics advanced statistical concept modeling tool technique mental power ability make complex decision varied many case require solution developed ability interpret regulation develop policy procedure protocol mental power ability determine appropriate course action complex situation may addressed existing policy procedure protocol physical power move facility arm hand movement travel automobile may required summary primary function initiate implement innovative analytics solution predictive optimization analytics train analytical talent appropriate use interpretation new analytical model facilitate integration model existing business analysis leverage understanding complex statistical big data technical concept advance portfolio solution keep pace market development trend analytics represent externally inform leader business stakeholder issue risk work closely leader staff business leader transition innovative solution team work independently managing multiple task milestone deadline customer relationship assure maintain quality work product peer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,TekSynap,"McLean, VA",PostedPosted 30+ days ago,NaN,responsibility qualification responsibility provides data management support large high visibility area responsibility support aspect data management lifecycle focus advancing data management task tracking data lifecycle process implementation sponsor rule regulation work may performed independently within team environment skill metadata data management cataloging data ingestion data sharing strong interpersonal skill able work unit required identify catalog datasets relevant aor track datasets lifecycle catalog datasets record varying volume content structure following sponsor requirement standard operation procedure best practice provide ad hoc report data catalog specific topic requested sponsor monitor data submission track ingestion lifecycle monitor data submission track data ingestion lifecycle coordinate sponsor system team troubleshoot data management ingestion issue provide support advice sponsor data submission support creation workflow visuals briefing material presentation requested sponsor participate regular meeting direction sponsor coordinate sponsor adjust data management priority needed provide support sponsor organization data sharing organization support sponsor data compliance objective monitoring tracking updating email group training status stakeholder coordinate sponsor ensure data handling decision tracked enterprise data catalog required qualification active t sci poly clearance bachelor degree year experience work experience used combined education experience using required process move data system network experience cataloging datasets experience working independently team experience communicating officer multiple level seniority including technical non technical officer experience understanding communicating information data including data characterization type size metadata experience collaborating programmer engineer organizational leader identify opportunity process improvement recommend system modification develop policy data governance experience using graph infographics method visualize data experience developing presentation report based recommendation finding internal team external client desired qualification experience working required process move data system network sponsor organization experience working sponsor enterprise data catalog experience working data information unique security concern experience applying organizational skill complex project experience working required process move data sponsor organization organization experience conducting full lifecycle analysis include requirement activity design experience creating appropriate documentation stakeholder effectively communicate trend pattern prediction using relevant data e overview seeking data scientist join team mclean va teksynap fast growing high tech company understands pace technology today need comprehensive well planned information management environment technology moving speed thought embodies principle need nimbly utilize best information technology offer meet business need federal government customer offer full time employee competitive benefit package include health dental vision k life insurance short term long term disability plan vacation time holiday visit u www teksynap com apply explore job u safety health employee utmost importance employee required comply contractually mandated federal covid requirement information found applying role teksynap providing consent receive text message regarding interview employment status time would like opt text messaging respond stop additional job information competency establish focus change management develop others oral communication written communication interpersonal awareness build relationship analytical thinking conceptual thinking strategic thinking technical expertise initiative foster innovation result oriented teamwork customer service work environment physical demand work environment characteristic described representative employee encounter performing essential function job reasonable accommodation may made enable individual disability perform essential function location herndon va type environment office noise level medium work schedule schedule monday friday dayshift may requested work evening weekend meet program contract need amount travel le physical demand physical demand described representative must met employee successfully perform essential function job reasonable accommodation may made enable individual disability perform essential function performing duty job employee regularly required use hand handle feel touch reach hand arm talk hear employee regularly required stand walk sit climb balance stoop kneel crouch crawl employee regularly required lift pound employee frequently required lift pound pound vision requirement include close vision distance vision peripheral vision depth perception ability adjust focus work authorization security clearance u citizen active t sci poly clearance duty please note job description designed cover contain comprehensive listing activity duty responsibility required employee job duty responsibility activity may change time without notice equal employment opportunity order provide equal employment advancement opportunity individual employment decision based merit qualification ability teksynap discriminate person race color creed religion sex sexual orientation gender identity protected veteran status national origin disability age genetic information characteristic protected law referred protected status nondiscrimination policy extends term condition privilege employment well use company facility participation company sponsored activity employment action promotion compensation benefit termination employment teksynap committed ensuring online application process provides equal employment opportunity job seeker including individual disability believe need reasonable accommodation order search job opening submit application please contact hr teksynap com assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Data Scientist Lead,AES Corporation,"Indianapolis, IN 46202 (Near NW-Riverside area)",EmployerActive 8 days ago,"$132,000 - $180,000 a year",position summary aes u utility conventional generation looking lead data scientist join growing team data wrangler help u uncover insight drive key business decision using data analytics artificial intelligence lead data scientist guide data science team use data find pattern build algorithm generally help aes business leader make inquisitive decision deliver better product solution analytics also serve foundation machine learning use case across several business application primary use case applying data mining technique performing statistical analysis improve asset reliability across green generation portfolio make energy grid resilient able cope tomorrow renewables demand drive operational efficiency u utility conventional generation team primary role responsibility main task responsibility include selecting feature building optimizing classifier using machine learning technique data mining using pioneering method visualizing data provide predictive insight drive decision making extending company data third party source information needed enhancing data collection procedure include information relevant building analytic system processing cleansing verifying integrity data used analysis performing ad hoc analysis presenting result business outcome clear compelling manner creating automated anomaly detection system constant tracking performance evangelist use data data driven decision making level organization position requirement bachelor engineering mathematics physic applicable real world experience similar position required master phd preferred year experience data analytics data science applicable research excellent understanding machine learning technique algorithm k nn naive bayes svm decision forest etc experience production energy commercial energy market energy industry preferred experience common data science toolkits r python sa numpy matlab etc deep experience python r highly desirable experience using cloud platform azure ml gcp ml aws sagemaker deploying analytics production environment microsoft preferred demonstrates natural curiosity ability willingness challenge assumption gain deeper understanding problem maximising contextual inquiry take ownership promotes perspective insight way give others comfort derived next natural question might excellent communication collaboration skill ensure analytics project meeting need business user proficiency using query language sql hive pig experience nosql database mongodb cassandra hbase strong applied analytics statistic skill distribution statistical testing regression etc ability develop deploy script programming skill data oriented personality job type full time pay per year experience level year work location person,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Data Scientist,Veterans United Home Loans,"Columbia, MO",PostedPosted 14 days ago,NaN,data scientist work quantitative strategy team member improve business conversion decision making capability depending assignment focus one following area foundation product job duty vary upon assignment may include foundation work cross functional team develop reporting perform analysis build model support product development quantitative strategy product team goal collaborate business unit perform supporting development necessary maintenance existing data science product may include providing advanced analytical assistance initiative started outside quantitative strategy actively contribute making team culture stronger assisting duty needed excluding licensed activity product build data science solution including report analysis model help maximize success initiative experiment started either within quantitative strategy collaboration business unit may also include providing advanced analytical assistance external initiative collaborate business unit determine key factor affecting business performance goal work data scientist plan develop execute roadmap data science solution aimed achieving business goal assist data scientist completing product report routine analysis miscellaneous data science task provide feedback necessary actively contribute making team culture stronger assisting duty needed excluding licensed activity looking someone passionate job fun deliver result integrity enjoys finding way enhance life others every day also want know demonstrate attribute adaptable change shift priority quantitative analytical decision making skill strong problem solving aptitude strong communication skill written verbal exemplary customer service skill excel fast paced result oriented environment thrive highly cooperative work setting year research entrepreneurship relevant industry experience equivalent education demonstrated experience quantitative analysis software including data visualization tool scripting language database language demonstrated experience experimental design data analysis quantitative modeling related business experience business planning sale project management proficient basic computer technology appropriate internet based company regular predictable attendance veteran united home loan affiliate proud equal opportunity employer committed creating diverse inclusive workforce consider qualified applicant without regard race religion color sex national origin age sexual orientation gender identity disability veteran status legally protected classification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Staff Data Scientist,Kraft Heinz Company,"Chicago, IL",PostedPosted 30+ days ago,"$110,200 - $137,800 a year",general information posting location chicago illinois united state america job function digital date published sep ref r base salary range target total cash range target total cash target total cash represents role annualized cash earning potential target base salary target bonus target total cash contingent targeted company performance achievement individual attainment performance goal therefore target total cash guaranteed earnings addition base salary bonus role eligible additional compensation form equity compensation disclaimer compensation offered take account internal equity also may vary depending candidate geographic region job related knowledge skill experience among factor description requirement one world largest food beverage company trusted producer high quality great tasting nutritious food every day earn spot american table guardian beloved brand creator innovative product dedicated make life delicious consumer today kraft heinz building new legacy investing robust digital infrastructure revolutionize food industry embracing agile way working immersing advanced analytics connect meaningful insight consumer experience honoring year heritage portfolio iconic brand every day gather huge amount data robust data infrastructure mission transform data digital product inform decision drive tangible impact staff data scientist nlp generative ai technical leader one agile cross functional team redefining inside global powerhouse large language model taking world storm need help guide kraft heinz best apply exciting technology application innovator hype even beyond llm nlp application tricky particularly international company deal innumerable form text come building solution instructing others help make kraft heinz best class technology driven cpg company addition role nlp llm subject matter guide serve member khc sale product team help build future fully automated sale ecosystem vision includes predicting critical issue affect future sale recommend corresponding action mitigate problem well finding next big distribution product mix opportunity customer rep also explore avenue generative ai handle routine task freeing peer better understand deepen customer relationship furthermore develop production grade code collaborate ml operation team deploy solution production coach mentor junior data scientist product team across org serve internal authority llm nlp process help craft year ai strategy function liaison broader khc business everyone want generative ai yesterday real opportunity start year industry experience master phd data science computer science engineering statistic year experience year nlp experience either academic technical experience implementing ai algorithm python r proficient demonstrating big data technology like snowflake spark perform data wrangling exploratory analysis consistent track record delivering outcome owning architectural design posse entrepreneurial approach drive find right answer preferred experience experience large language model chatgpt dolly llama etc expertise following modeling method design experiment anova multivariate regression discrete continuous optimization survival analysis discrete event simulation previous experience consumer packaged good industry previous experience supply chain space u kraft heinz global food company delicious heritage iconic emerging food beverage brand around world deliver best taste fun quality every meal table touch mission disrupt business global food industry consumer obsession unexpected partnership fuel progress drive innovation across every part company around world people connected culture ownership agility endless curiosity also believe good human working improve company community planet proud even thrilled headed nourish world lead future food u grow people grow business champion great people bring ambition curiosity high performance table guardian beloved nostalgic brand good good enough choose greatness every day challenging ordinary making bold decision celebrating win failure work together lead future food challenging status quo take talent invest purpose potential developing skill nurturing strength leave legacy business lasting impact career great people make great company growing something great kraft heinz office collaboration hybrid work environment believe office environment fuel collaboration connection community organization allows employee grow toward greatness also believe providing flexible agile model essential today workplace majority office based employee able work remotely two day week additionally employee subject hybrid model eligible work anywhere six week rolling month period maximum two week increment according benefit tax guideline job may required performed fully office depending role responsibility requirement kraft heinz equal opportunity employer prohibits discrimination harassment type qualified applicant considered employment without regard race color national origin age sex sexual orientation gender gender identity expression disability status protected veteran status characteristic protected law applicant require accommodation participate job application hiring process contact natai kraftheinz com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
VP Artificial Intelligence,Weyerhaeuser,"Seattle, WA 98104 (Pioneer Square area)",PostedPosted 5 days ago,"$201,531 - $308,310 a year",description vp ai weyerhaeuser highest level ai expert responsible collaborating executive leadership develop company ai strategy roadmap deliver innovative digital solution enable company strategy mission goal visionary head ai drive research development deployment advanced ai model emerging technology chance shape strategy propel ai capability new horizon role report cio work closely senior executive leader setting roadmap analyzing defining project executing technology thought leader deep subject matter expert ai ml domain strategic advisor executive leadership team collaborate business leader understand emerging technology help solve business problem make decision regarding ai tool platform define organization structure skill need ai visionary represent company internal external ai ml forum collaborate partner key stakeholder develop cutting edge solution drive continuous operational improvement job responsibility lead facilitates development comprehensive ai strategy across company aligns business objective product roadmaps drive tangible business growth key focus people process technology collaborates senior leader go advisory person domain facilitates lead cross functional ai council determine prioritize ai investment participates emerging technology innovation information governance council defines principle guide solution decision enterprise corresponding benefit kpis lead effective collaboration business stakeholder identify deliver effective technology data solution align long term technology roadmap business goal develops champion executes standard governance structure appropriate training program ensure ai system developed used ethically responsibly includes addressing issue bias ai algorithm fair representation data transparency ai decision making oversees implementation ai technology solution within organization relevant business use case collaborating key stakeholder lead growth culture continuous evolvement innovative ai technical capability across enterprise ass enterprise level driver determine corresponding technology people process change requirement lead analysis technology industry emerging market trend determine potential impact benefit within enterprise e g mill forest customer engagement revenue advises collaborates external internal partner driving strategic project work closely cio ciso legal implement measure protect data unauthorized access breach misuse protect intellectual property collaborates information governance data analytics team ensure cohesive strategic direction roadmaps project qualification master degree required ph preferred stem field high proficiency artificial intelligence machine learning year progressive relevant technology engineering analytics experience required manufacturing supply change experience plus minimum year prior experience director vp level working executive leader highly complex business segment corporate division year experience proven track record strategizing shaping driving business value using artificial intelligence year previous experience traditional ml deep learning technique leveraging state art technology computer vision natural language processing nlp time series analysis graph neural network ai ml subdomains solve complex business problem year previous experience managing technical project solution team delivering business value complex ai ml analytics workload minimum year experience creating long term roadmaps providing strategic innovative thought leadership multi year planning building team capability business case discipline aligning longer term investment strategy objective minimum year effectively influencing senior leader industry trend emerging technology anticipation new business process system challenge status quo support technology direction year experience excellent knowledge digital tool service cloud environment automation operational ai deployment tool environment superior oral written communication skill including communicating strategy long term vision technical non technical audience providing clarity regarding vision expectation vision strategy aligned linked company vision strategy extensive expertise broad spectrum data domain encompassing data privacy security measure analytical method data management governance protocol demonstrated experience effectively partnering security legal function ensure compliance standard process met include protection intellectual property recognized trusted partner business function highly skilled building maintaining strong relationship senior leader champion collaboration across enterprise strong executive presence highly skilled creating delivering presentation message audience including executive leader expert level knowledge architecture principle practice standard ensure well architected secure environment result oriented style high degree analytical ability proven problem solving skill champion change leadership offer compensation role eligible annual merit increase program targeting salary range based level skill qualification experience also eligible annual incentive program offer cash bonus targeting base pay potential plan funding may range zero two time target benefit join team family covered comprehensive health benefit plan includes medical dental vision basic life insurance also support personal volunteerism sponsor host diversity network promote mentoring provide training development opportunity help chart path fulfilling career retirement employee able enroll company k plan includes paid company match addition annual contribution equal base salary paid time vacation provide eligible employee scheduled work hour per week paid vacation week use first year employment addition employed six month eligible employee begin accrue vacation future use also recognize eleven paid holiday per year providing total hour along paid parental leave full time employee know choice career want choose u believe core value safety integrity citizenship sustainability inclusion believe weyerhaeuser accounting team incredible place develop grow career attention internal applicant ensure transparency across organization please discussion manager prior applying new opportunity need help facilitating conversation please reach hr representative guidance information apply including best practice updating profile partnering hr recruiting please visit internal applicant page root wy com applicant weyerhaeuser equal opportunity employer inclusion one five core value strive maintain culture people feel sense belonging opportunity shared purpose committed recruiting diverse workforce supporting equitable inclusive environment inspires people background join stay thrive team job information technology primary locationusa wa seattle schedule full time job level executive job type experienced shift day st,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
Data Scientist Atrium Health Carolinas Medical Center Sanger Heart&Vascular Institute Quality FT,Atrium Health,"Charlotte, NC 28203 (Dilworth area)",PostedPosted 30+ days ago,NaN,overview job summary conduct research using advanced statistical computational method improve quality cost overall experience care provided expertise statistical methodology computation research healthcare communication requires regular frequent exercise independent judgment decision making sensitive situation essential function minimal guidance use advanced statistical computational methodology deliver insight strategic opportunity improve quality patient experience cost healthcare establish scalable efficient automated process large scale data analysis model development validation implementation proactively monitor analyze complex system understand diagnose continuously improve key performance indicator expertise problem definition e able translate business research question analytical question translate analytical result business research solution write statistical methodology result technical report publication manipulate combine refine large database produce information suitable analysis develop algorithm data analysis write computer code implement create graphic data visualization information display develop metric scorecard partner senior leader svp evp across organization ass need define business question able take leadership multiple project concurrently accommodate frequent interruption changing priority able influence senior leader svp evp take action based analytical insight creates timeline project management little assistance ensures successful completion assigned project schedule within budget accordance system standard ethic ability translate advanced methodology complex result non technical audience conduct effective meeting customer including senior leader physical requirement work office environment sitting desk working computer talking telephone occasion requires standing walking traveling personal car facility also occasionally requires carrying pound material file projector laptop education experience certification requires phd statistic epidemiology health service research economics operation research applied mathematics closely related area minimum year professional experience equivalent combination education experience provide skill knowledge necessary perform job requirement least year experience sa r data mining tool database computer programming required sa certification preferred experience enterprise miner preferred experience healthcare claim pharmaceutical ehr data preferred excellent oral written technical communication skill solid command english language demonstrated ability communicate complex relationship concept using data drive change experience group presentation public speaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
Senior Data Scientist,Finch Computing,"Herndon, VA",PostedPosted 30+ days ago,NaN,senior data scientist clearance must eligible security clearance requires u citizenship location herndon va remote possible preference nova dc area finch ai senior data scientist join dynamic agile team development new finch ai product role responsible independently designing developing deploying generative ai nlp machine learning model person serve technical leader generative ai large language model llm responsibility design develop evaluate machine learning model suitable text analytics task extraction disambiguation classification key contributor evaluation fine tuning deploying generative ai large language model llm application environment hand contribution design solution fit business problem may include custom algorithm development develop new feature existing product implement proof concept prototype work closely product development team product stakeholder following agile product development methodology effectively communicate fellow technologist stakeholder requirement year experience inclusive relevant academic project information extraction nlp statistical data analysis predictive modeling implementing deploying standard nlp system text classification entity extraction sentiment analysis etc extensive experience collecting preparing training data training supervised unsupervised model optimizing model hyperparameters analyzing error machine learning model real world application deep learning train nlp model hand practical experience deploying generative ai non trivial project experience text analysis information extraction entity extraction machine learning natural language processing strong working knowledge bayesian statistic supervised unsupervised machine learning deep learning experience building model least one following technique tool svm naïve bayes crf binary multinomial logistic regression lda wordvec docvec transfer learning nlp experience llm including least one following technique tool fine tuning retreival augmented generation rag langchain llama index huggingface vector store embeddings strong programming skill required python least one language like java c desired tool library numpy panda scikit learn nltk gensim spacy pytorch jupyter notebook transformer experience sql nosql database strong cross platform skill linux window experience developing software within agile product development environment education m phd computer science related field experience preferred preferred year experience developing commercial software product finch ai finch ai fast growing fast paced software development organization mission build new way interacting information leveraging game changing intellectual property cloud infrastructure expertise staff second none together build support product address complex real time data analytics need enterprise team comprised successful people enjoy solving problem engaging substantive technical discussion passion work high expectation term skill motivation self organization productivity look people excel working group virtual collocated well comfortable fast paced agile development finch ai equal opportunity employer,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
